Job Name,EP94-04794A_PP3235-77A_T_01B,Type,Board No.,Ref.,Pos X,Pos Y,Mark Name,ASSIGN,,,,,,
C74,232.500,97.000,0,2203-006158,,1,R1005_ms_V5,SMD,,P0802,0,,,
C75,46.500,95.600,90,2203-007462,,1,R2012_CAP_ms_V2,SMD,,E0804_L,0,,,
C76,47.800,95.600,90,2203-006158,,1,R1005_ms_V5,SMD,,P0802,0,,,
C77,48.600,95.600,90,2203-000254,,1,R1005_ms_V5,SMD,,P0802,0,,,
C78,59.300,95.700,90,2203-000254,,1,R1005_ms_V5,SMD,,P0802,0,,,
C79,60.100,95.700,90,2203-006158,,1,R1005_ms_V5,SMD,,P0802,0,,,
C8,120.000,145.900,90,2203-010040,,1,R3225_CAP_ms_V1,SMD,,E0804_L,0,,,
C80,61.400,95.700,90,2203-007462,,1,R2012_CAP_ms_V2,SMD,,E0804_L,0,,,
C81,124.900,95.900,0,2203-007544,,1,R1005_ms_V5,SMD,,P0802,0,,,
C82,224.000,94.500,90,2203-002285,,1,R1005_ms_V5,SMD,,P0802,0,,,
C83,232.500,96.000,0,2203-000233,,1,R1005_ms_V5,SMD,,P0802,0,,,
C84,232.500,95.000,0,2203-002285,,1,R1005_ms_V5,SMD,,P0802,0,,,
C9,123.000,145.900,90,2203-010040,,1,R3225_CAP_ms_V1,SMD,,E0804_L,0,,,
C90,154.800,90.000,0,2203-009014,,1,R1005_ms_V5,SMD,,P0802,0,,,
C91,156.400,90.000,0,2203-006158,,1,R1005_ms_V5,SMD,,P0802,0,,,
C92,50.100,89.200,90,2203-000233,,1,R1005_ms_V5,SMD,,P0802,0,,,
C93,55.400,89.400,90,2203-007462,,1,R2012_CAP_ms_V2,SMD,,E0804_L,0,,,
C96,56.500,77.000,90,2203-007462,,1,R2012_CAP_ms_V2,SMD,,E0804_L,0,,,
C97,58.500,77.000,90,2203-007462,,1,R2012_CAP_ms_V2,SMD,,E0804_L,0,,,
C98,113.800,90.000,0,2203-009014,,1,R1005_ms_V5,SMD,,P0802,0,,,
C99,115.400,90.000,0,2203-006158,,1,R1005_ms_V5,SMD,,P0802,0,,,
CS1,79.400,134.500,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS10,104.000,88.300,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS11,128.500,88.300,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS12,145.600,88.300,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS13,88.400,53.700,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS14,102.600,53.700,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS15,130.200,53.700,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS16,144.200,53.700,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS2,154.600,134.600,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS3,111.600,133.000,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS4,122.400,133.000,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS5,79.400,116.500,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS6,111.600,118.000,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS7,122.400,118.000,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS8,154.600,116.500,90,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
CS9,87.300,88.300,0,0202-001950,,1,CS2012_SD_D,SMD,,P0804,0,,,
D1,88.000,100.600,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D10,120.100,94.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D11,122.200,94.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D12,156.500,95.500,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D13,158.600,95.500,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D14,108.200,92.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D15,110.300,92.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D16,127.100,93.700,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D17,66.000,71.500,0,0404-001172,,1,sod523_w1.6x0.8,SMD,,E0804_L,0,,,
D18,165.300,65.000,270,0401-001306,,1,sod_323_w2.5x1.25,SMD,,E0804_L,0,,,
D19,73.600,51.900,270,0401-001089,,1,sod_323,SMD,,E0804_L,0,,,
D2,103.800,101.800,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D20,75.300,51.900,270,0401-001089,,1,sod_323,SMD,,E0804_L,0,,,
D21,81.500,46.500,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D22,86.000,46.500,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D23,146.000,46.000,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D24,150.500,46.000,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D25,73.600,43.300,270,0401-001089,,1,sod_323,SMD,,E0804_L,0,,,
D26,75.300,43.300,270,0401-001089,,1,sod_323,SMD,,E0804_L,0,,,
D27,81.500,39.000,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D28,86.000,39.000,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D29,146.000,38.500,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D3,129.800,100.600,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D30,150.500,38.500,90,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D31,66.200,37.600,90,0404-001172,,1,sod523_w1.6x0.8,SMD,,E0804_L,0,,,
D32,56.000,30.300,0,0404-001902,,1,sm_dio2_w4.32X3.62_V1,SMD,,E1208_L,0,,,
D37,198.372,105.150,0,0401-001306,,1,sod_323_w2.5x1.25,SMD,,E0804_L,0,,,
D4,145.300,101.800,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D5,79.100,94.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D6,81.200,94.700,270,0401-001298,,1,sod_323_BAT54WS,SMD,,E0804,0,,,
D7,105.950,97.600,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D8,148.350,97.000,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
D9,85.600,93.700,270,0404-001901,,1,sod_123lf_V1,SMD,,E0804_L,0,,,
F1,274.000,110.000,0,3601-001953,,1,sm_fuse2_w11.2x10.0,SMD,,E2416,0,,,
L1,95.500,125.500,90,EP27-00074A,,1,sm_coil4_w31.0x31.0_ZGCE3013_V1,SMD,,E5644,0,,,
L2,138.500,125.500,270,EP27-00074A,,1,sm_coil4_w31.0x31.0_ZGCE3013_V1,SMD,,E5644,0,,,
L3,63.125,95.700,90,3301-001814,,1,R2012_IND_p0.85x1.25_V1,SMD,,P0804,0,,,
L5,62.000,75.000,90,2703-005502,,1,sm_ind2_w4.0_XAL4030,SMD,,E1208_L,0,,,
L8,145.500,21.500,0,2703-005378,,1,sm_ind2_w13.46x12.95_V2,SMD,,E2416_L,0,,,
LED1,46.500,89.900,180,0601-001094,,1,R1608_LED,SMD,,M0804_L,0,,,
P1,42.000,79.850,0,3711-009752,,1,sm_con5_12505WS_V2,SMD,,E2412,0,,,
PC1,238.500,97.000,270,0604-001494,,1,sm_photo4_w2.6x7.0,SMD,,E1208_L,0,,,
PC2,181.900,72.800,270,0604-001494,,1,sm_photo4_w2.6x7.0,SMD,,E1208_L,0,,,
PC3,61.000,26.500,90,0604-001494,,1,sm_photo4_w2.6x7.0,SMD,,E1208_L,0,,,
Q1,175.712,119.400,90,0505-003443,,1,d2pak_3p_psmns_V2,SMD,,E2416_L,0,,,
Q10,234.000,101.200,270,0505-003397,,1,sot23_2N7002K_V1,SMD,,E0804_L,0,,,
Q11,175.712,96.400,90,0505-003443,,1,d2pak_3p_psmns_V2,SMD,,E2416_L,0,,,
Q12,212.965,96.800,270,0505-003799,,1,to-263_3p_w10.0x15.3,SMD,,E2412,0,,,
Q13,91.500,95.000,270,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q14,101.000,95.000,90,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q15,133.000,95.000,270,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q16,142.500,95.000,90,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q17,71.300,94.500,180,0505-003382,,1,sc70-6l_w2.05_V3,SMD,,E0804_L,0,,,
Q18,235.500,93.100,270,0502-001422,,1,sot23_V1,SMD,,E0804_L,0,,,
Q19,76.600,86.900,270,0501-000465,,1,sot23_V1,SMD,,E0804_L,0,,,
Q2,212.965,119.000,270,0505-003799,,1,to-263_3p_w10.0x15.3,SMD,,E2412,0,,,
Q20,170.100,70.605,270,0502-001410,,1,sot89_TQP7M9101_V1_pin4,SMD,,E1208_L,0,,,
Q21,98.000,46.500,270,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q22,107.500,46.500,270,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q23,124.500,46.500,90,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q24,134.000,46.500,90,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q25,98.000,38.500,270,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q26,107.500,38.500,270,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q27,124.500,38.500,90,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q28,134.000,38.500,90,0505-003898,,1,pqfn8_fdms86xxxs_V1,SMD,,E1208,0,,,
Q29,67.000,24.000,90,0505-003397,,1,sot23_2N7002K_V1,SMD,,E0804_L,0,,,
Q3,175.712,107.900,90,0505-003443,,1,d2pak_3p_psmns_V2,SMD,,E2416_L,0,,,
Q4,212.965,107.900,270,0505-003799,,1,to-263_3p_w10.0x15.3,SMD,,E2412,0,,,
Q5,92.500,103.000,0,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q6,99.900,103.000,0,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q7,134.000,103.000,0,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q8,141.400,103.000,0,0505-003794,,1,tdson8_w5.15x6.15_V2,SMD,,E1208,0,,,
Q9,222.000,100.500,0,0505-003397,,1,sot23_2N7002K_V1,SMD,,E0804_L,0,,,
R1,73.300,120.400,0,2007-012187,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R10,87.200,104.300,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R100,221.000,88.900,0,2007-011664,,1,R1005_ms_V5,SMD,,P0802,0,,,
R101,221.000,88.000,0,2007-011664,,1,R1005_ms_V5,SMD,,P0802,0,,,
R102,222.300,88.400,90,2007-011664,,1,R1005_ms_V5,SMD,,P0802,0,,,
R103,223.200,88.400,90,2007-011779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R104,224.100,88.400,90,2007-011779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R105,228.100,88.700,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R106,231.200,88.700,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R107,56.200,74.800,0,2007-000693,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R108,232.800,86.700,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R109,244.500,87.000,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R11,128.600,104.200,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R110,245.400,87.000,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R111,70.200,84.000,90,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R112,75.400,83.600,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R113,166.100,84.900,90,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R114,170.000,84.900,90,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R115,173.900,84.900,90,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R116,222.200,85.500,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R117,222.200,84.200,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R118,232.800,85.000,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R119,244.500,85.300,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R12,49.900,102.100,0,2007-007463,,1,R1005_ms_V5,SMD,,P0802,0,,,
R120,245.400,85.300,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R121,54.500,72.500,0,2007-007468,,1,R1005_ms_V5,SMD,,P0802,0,,,
R123,73.600,82.400,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R124,54.500,70.500,0,2007-007134,,1,R1005_ms_V5,SMD,,P0802,0,,,
R125,43.300,84.100,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R126,44.500,84.100,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R127,59.500,68.000,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R128,60.800,68.400,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R129,177.500,76.500,90,2007-000670,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R13,50.300,103.400,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R130,179.500,76.500,90,2007-000670,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R131,181.500,76.500,90,2007-000670,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R132,183.500,76.500,90,2007-000670,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R133,185.500,76.500,90,2007-000670,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R134,166.300,69.000,90,2007-007312,,1,R1005_ms_V5,SMD,,P0802,0,,,
R135,167.100,69.000,90,2007-008358,,1,R1005_ms_V5,SMD,,P0802,0,,,
R136,169.600,67.000,0,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R137,171.300,67.000,0,2007-008597,,1,R1005_ms_V5,SMD,,P0802,0,,,
R138,170.800,65.700,90,2007-008358,,1,R1005_ms_V5,SMD,,P0802,0,,,
R14,56.700,102.200,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R141,74.700,56.500,0,2007-000034,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R142,61.100,55.200,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R143,70.600,54.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R144,61.100,53.500,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R145,71.700,52.100,90,2007-000034,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R146,77.100,52.200,90,2007-010305,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R147,70.200,51.100,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R148,75.600,49.100,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R149,82.500,50.000,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R15,75.900,101.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R150,87.000,50.000,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R151,145.000,49.500,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R152,149.500,49.500,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R153,61.100,46.700,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R154,61.300,47.700,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R155,70.600,46.100,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R156,76.200,47.500,0,2007-000034,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R157,83.500,46.500,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R158,88.000,46.500,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R159,61.100,45.000,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R16,76.700,101.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R160,144.000,46.000,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R161,148.500,46.000,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R162,61.317,44.000,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R163,70.200,42.600,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R164,71.700,43.600,90,2007-000034,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R165,77.200,43.700,90,2007-010305,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R166,82.500,42.500,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R167,87.000,42.500,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R168,153.800,43.700,90,2007-000969,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R169,129.200,40.300,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R17,106.500,103.600,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R170,139.200,40.500,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R171,145.000,42.000,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R172,149.500,42.000,0,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R173,66.200,39.800,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R174,67.500,39.300,0,2007-007470,,1,R1005_ms_V5,SMD,,P0802,0,,,
R175,67.500,38.400,0,2007-000166,,1,R1005_ms_V5,SMD,,P0802,0,,,
R176,69.200,38.400,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R177,76.500,36.500,90,2007-007310,,1,R1005_ms_V5,SMD,,P0802,0,,,
R178,74.200,39.900,90,2007-008186,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R179,75.500,39.900,90,2007-008592,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R18,233.100,103.700,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R180,83.500,39.000,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R181,88.000,39.000,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R182,144.000,38.500,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R183,148.500,38.500,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R184,65.000,37.600,90,2007-008567,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R185,74.200,37.600,90,2007-008186,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R186,75.500,37.600,90,2007-008592,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
