Job Name,EP94-04794A_PP3235-77A_T_01B,Type,Board No.,Ref.,Pos X,Pos Y,Mark Name,ASSIGN,,,,,,
R187,92.800,36.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R188,102.800,36.700,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R189,66.300,34.800,90,2007-008567,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R19,51.200,101.700,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R190,148.300,33.900,0,2007-000969,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R191,66.800,30.200,0,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R192,82.700,30.800,90,2007-000969,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R193,87.900,30.700,90,2007-000969,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R194,66.800,28.900,0,2007-001153,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R195,66.200,26.500,0,2007-007139,,1,R1005_ms_V5,SMD,,P0802,0,,,
R196,66.800,27.600,0,2007-001153,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R197,67.900,26.500,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R198,69.600,25.600,0,2007-007697,,1,R1005_ms_V5,SMD,,P0802,0,,,
R2,117.000,110.100,0,2007-013002,,1,sm_res2_w3.1x1.6,SMD,,P0804,0,,,
R20,53.800,101.700,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R200,69.600,23.800,0,2007-007588,,1,R1005_ms_V5,SMD,,P0802,0,,,
R21,59.900,102.200,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R211,194.500,123.100,0,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R212,60.300,115.400,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R213,61.100,115.400,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R214,194.500,119.400,0,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R22,115.200,101.400,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R227,64.100,113.700,90,2007-007139,,1,R1005_ms_V5,SMD,,P0802,0,,,
R228,58.000,112.500,90,2007-007468,,1,R1005_ms_V5,SMD,,P0802,0,,,
R229,194.500,115.500,0,2007-008715,,1,R6432_RES_2.1_V3,SMD,,E1204_L,0,,,
R23,115.200,100.500,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R230,59.300,109.700,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R231,61.200,109.700,0,2007-007139,,1,R1005_ms_V5,SMD,,P0802,0,,,
R232,62.500,110.200,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R233,63.500,110.200,90,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R234,63.500,111.900,90,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R237,64.400,111.900,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R238,190.500,111.000,90,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R239,189.000,111.000,90,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R24,117.200,101.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R242,61.700,106.100,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R243,56.900,105.100,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R244,55.100,105.700,0,2007-007272,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R246,194.600,106.700,0,2007-007520,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R247,150.700,105.200,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R249,62.300,104.300,90,2007-011685,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R25,118.100,101.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R250,55.100,104.400,0,2007-007272,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R251,48.500,105.100,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R254,194.600,105.400,0,2007-007520,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R255,194.600,104.100,0,2007-007520,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R256,147.346,101.900,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R258,86.000,100.400,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R259,84.600,99.600,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R26,127.780,100.173,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R260,62.300,102.000,90,2007-011685,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R261,47.900,103.300,0,2007-011685,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R262,47.900,102.100,0,2007-011685,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R263,198.500,102.800,0,2007-000545,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R264,150.700,101.000,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R265,61.700,100.200,0,2007-011809,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R266,55.100,103.200,0,2007-007296,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R267,48.200,101.100,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R269,193.200,101.100,90,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R27,159.200,102.400,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R270,198.500,100.800,0,2007-000545,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R271,152.700,93.700,0,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R272,150.400,97.100,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R275,80.300,91.700,0,2007-010305,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R276,77.100,92.000,90,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R277,61.400,99.100,0,2007-007587,,1,R1005_ms_V5,SMD,,P0802,0,,,
R278,61.400,97.500,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R279,59.700,97.700,0,2007-009322,,1,R1005_ms_V5,SMD,,P0802,0,,,
R28,159.200,101.500,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R280,45.200,98.300,90,2007-001292,,1,R1005_ms_V5,SMD,,P0802,0,,,
R281,46.000,98.300,90,2007-007697,,1,R1005_ms_V5,SMD,,P0802,0,,,
R282,198.835,97.525,0,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R283,153.400,95.500,0,2007-010305,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R285,83.600,93.700,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R286,61.400,98.300,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R287,46.300,93.300,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R288,188.500,97.000,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R289,198.100,96.000,90,2007-007587,,1,R1005_ms_V5,SMD,,P0802,0,,,
R29,48.200,99.300,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R290,59.800,93.800,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R291,46.300,91.700,90,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R292,200.700,98.400,90,2007-000287,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R293,188.400,94.900,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R294,46.300,88.600,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R295,190.700,93.100,90,2007-008117,,1,R1005_ms_V5,SMD,,P0802,0,,,
R296,191.600,93.100,90,2007-011783,,1,R1005_ms_V5,SMD,,P0802,0,,,
R297,195.900,91.900,90,2007-000060,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R298,196.100,93.500,0,2007-007334,,1,R1005_ms_V5,SMD,,P0802,0,,,
R299,197.200,91.900,90,2007-000060,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R3,73.800,108.300,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R30,48.200,98.500,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R300,197.800,93.500,0,2007-007334,,1,R1005_ms_V5,SMD,,P0802,0,,,
R303,49.200,87.500,90,2007-007697,,1,R1005_ms_V5,SMD,,P0802,0,,,
R304,196.200,89.700,0,2007-000467,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R305,190.100,88.100,0,2007-000052,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R306,192.700,88.100,0,2007-000052,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R307,195.100,88.100,0,2007-000052,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R308,197.700,88.100,0,2007-000058,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R309,201.500,89.500,90,2007-008712,,1,R1005_ms_V5,SMD,,P0802,0,,,
R31,69.700,103.400,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R310,188.100,87.800,0,2007-007107,,1,R1005_ms_V5,SMD,,P0802,0,,,
R311,188.000,92.900,90,2007-007107,,1,R1005_ms_V5,SMD,,P0802,0,,,
R312,188.000,89.700,90,2007-007107,,1,R1005_ms_V5,SMD,,P0802,0,,,
R313,188.000,91.300,90,2007-007107,,1,R1005_ms_V5,SMD,,P0802,0,,,
R314,200.100,88.100,0,2007-000058,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R315,73.000,94.000,90,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R316,198.700,94.300,0,2007-007107,,1,R1005_ms_V5,SMD,,P0802,0,,,
R317,200.400,94.300,0,2007-011779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R319,225.000,98.000,0,2007-008779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R32,71.000,103.400,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R322,76.500,38.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R323,77.300,38.100,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R34,94.000,98.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R35,101.400,98.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R36,115.200,99.600,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R37,115.200,98.700,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R38,126.400,99.100,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R39,135.500,98.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R4,75.400,108.300,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R40,142.900,98.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R41,159.200,100.600,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R42,159.200,99.700,0,2007-000144,,1,R1005_ms_V5,SMD,,P0802,0,,,
R43,224.500,100.000,90,2007-011917,,1,R1005_ms_V5,SMD,,P0802,0,,,
R44,225.500,100.000,90,2007-011779,,1,R1005_ms_V5,SMD,,P0802,0,,,
R45,226.500,100.000,90,2007-011809,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R46,232.800,98.300,0,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R47,48.200,97.600,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R48,48.200,96.800,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R49,59.700,96.900,0,2007-000932,,1,R1005_ms_V5,SMD,,P0802,0,,,
R5,117.000,108.100,0,2007-013002,,1,sm_res2_w3.1x1.6,SMD,,P0804,0,,,
R50,64.900,99.600,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R52,220.500,98.000,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R53,222.000,96.500,90,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R54,223.000,96.500,90,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R55,222.500,98.000,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R56,228.500,98.000,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R57,230.500,98.000,0,2007-007136,,1,R1005_ms_V5,SMD,,P0802,0,,,
R58,47.900,93.300,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R6,74.000,106.700,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R60,69.000,95.100,90,2007-001258,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R61,69.700,97.700,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R62,105.800,94.600,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R63,108.300,95.300,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R64,146.900,96.000,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R65,221.000,94.500,90,2007-007491,,1,R1005_ms_V5,SMD,,P0802,0,,,
R66,222.000,94.500,90,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R67,223.000,94.500,90,2007-011882,,1,R1005_ms_V5,SMD,,P0802,0,,,
R68,47.900,91.700,90,2007-007306,,1,R1005_ms_V5,SMD,,P0802,0,,,
R69,59.800,92.200,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R7,75.200,106.700,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R70,61.000,86.500,90,2007-000033,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R72,71.300,92.400,0,2007-011664,,1,R1005_ms_V5,SMD,,P0802,0,,,
R73,71.400,97.700,0,2007-011664,,1,R1005_ms_V5,SMD,,P0802,0,,,
R74,87.100,93.500,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R75,118.500,92.100,90,2007-000070,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R76,124.900,93.200,90,2007-001076,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R77,128.600,93.500,90,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R78,221.500,93.000,0,2007-008593,,1,R1005_ms_V5,SMD,,P0802,0,,,
R79,223.500,93.000,0,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R8,117.000,106.100,0,2007-013002,,1,sm_res2_w3.1x1.6,SMD,,P0804,0,,,
R80,225.500,93.000,0,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R81,227.500,93.000,0,2007-011781,,1,R1005_ms_V5,SMD,,P0802,0,,,
R83,231.000,92.500,90,2007-000060,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R84,232.500,94.000,0,2007-011882,,1,R1005_ms_V5,SMD,,P0802,0,,,
R85,50.500,90.400,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R86,59.800,91.400,0,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R89,121.200,91.700,0,2007-010305,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
R9,72.700,106.700,90,2007-002899,,1,R1608_RES_ms_V1,SMD,,P0804,0,,,
R90,225.500,92.000,0,2007-007142,,1,R1005_ms_V5,SMD,,P0802,0,,,
R91,227.500,92.000,0,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R92,49.200,89.200,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R96,54.100,90.000,90,2007-007318,,1,R1005_ms_V5,SMD,,P0802,0,,,
R97,53.000,77.000,90,2007-007798,,1,R1005_ms_V5,SMD,,P0802,0,,,
R98,70.200,88.000,90,2007-007317,,1,R1005_ms_V5,SMD,,P0802,0,,,
R99,72.900,87.900,0,2007-000288,,1,R3216_RES_ms_V1,SMD,,P0804,0,,,
T1,95.500,71.000,0,EP26-00038A,,1,sm_trans4_w31.5x33.0_V1,SMD,,E5644,0,,,
T2,137.000,71.000,0,EP26-00038A,,1,sm_trans4_w31.5x33.0_V1,SMD,,E5644,0,,,
T3,62.200,32.700,270,2601-001389,,1,sm_ind4_w4.8x4.8,SMD,,E1208,0,,,
TVS1,268.387,96.500,270,0406-001854,,1,sm_dio2_ltkak6_V4,SMD,,E3220,0,,,
TVS2,181.100,87.500,0,0406-001764,,1,sm_dio2_5.0SMDJ70CA,SMD,,E1608_L,0,,,
TVS3,207.200,87.900,0,0406-001843,,1,sm_dio2_5.0SMDJ70CA,SMD,,E1608,0,,,
U1,74.300,112.900,0,1003-003261,,1,msop13_w3.0h4.9_ep1.76x1.425_2EDN7524R,SMD,,E1208_L,0,,,
U10,54.000,96.000,0,0904-003098-FW,,1,qfn44_w8.0_ep6.43_SD,SMD,,E1612,0,,,
U11,228.100,95.500,270,1202-001149,,1,msop8_w3.0h4.9_V1,SMD,,E1208_L,0,,,
U12,72.900,85.200,0,1203-006936,,1,sot23_V1,SMD,,E0804_L,0,,,
U13,114.600,87.600,90,1209-001160,,1,sot23_V1,SMD,,E0804_L,0,,,
U14,155.600,87.600,90,1209-001160,,1,sot23_V1,SMD,,E0804_L,0,,,
U15,239.000,86.900,270,1001-001710,,1,sop8_w600_p5.2,SMD,,E1208_L,0,,,
U16,228.200,85.700,90,1203-009687,,1,tsop10_w490_V2,SMD,,E1208_L,0,,,
U17,57.500,72.000,270,1203-008964,,1,sot6_SYU382CABC,SMD,,E0804_L,0,,,
U18,168.700,64.200,90,1203-006452,,1,sot23_V1,SMD,,E0804_L,0,,,
U19,66.500,53.500,270,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U2,70.800,106.600,270,0801-003697,,1,sc70_5_ms,SMD,,E0804,0,,,
U20,66.500,45.000,270,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U21,154.000,40.500,180,0502-001444,,1,sot26,SMD,,E0804,0,,,
U22,70.900,35.600,90,1203-009282,,1,qfn8_w4.0_p3.0x1.98_SD,SMD,,E1208,0,,,
U23,82.500,34.000,0,0502-001444,,1,sot26,SMD,,E0804,0,,,
U24,87.500,34.000,0,0502-001444,,1,sot26,SMD,,E0804,0,,,
U25,145.000,33.500,90,0502-001444,,1,sot26,SMD,,E0804,0,,,
U26,60.600,112.800,0,1201-004407,,1,sot23-5_LM7321MF_V1,SMD,,E0804,0,,,
U27,193.500,96.900,270,1203-009281,,1,tssop16_w5.0h6.4_V2,SMD,,E1208,0,,,
U3,81.000,101.000,270,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U4,110.400,101.000,90,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U5,122.500,101.000,270,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U6,154.400,102.000,90,1001-002090,,1,lga13_w5.0x5.0,SMD,,E1208,0,,,
U7,64.900,102.500,270,1203-006936,,1,sot23_V1,SMD,,E0804_L,0,,,
U8,229.500,100.000,0,1203-006452,,1,sot23_V1,SMD,,E0804_L,0,,,
ZD1,180.400,69.800,0,0403-001454,,1,sod_123_V1,SMD,,E0804_L,0,,,
ZD2,70.600,28.400,0,0403-002076,,1,sod_323,SMD,,E0804_L,0,,,
ZD3,189.400,91.200,90,0403-002076,,1,sod_323,SMD,,E0804_L,0,,,

